Sentiment,L1 Cluster ID,L1 Cluster,L2 Cluster ID,L2 Cluster,L2 Rating (Review),L2 Rating (Phrase),L3 Cluster ID,L3 Cluster,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Date,Verified Purchase,Recommended,Incentivized,Upvote,Downvote,AgeRange,SkinConcerns
Positive,,,,Allergy,5,5,,,,,,,, even though i have combo skin,P4R619,5,28 July 2020,No,Yes,No,16,3,,Acne
Positive,,,,Allergy,5,5,,,,,,,,,P4R619,5,28 July 2020,No,Yes,No,16,3,,Acne
Negative,,,,Ingredients,5,5,,,,,,,, containing citrus extracts/fragrance,P4R619,5,28 July 2020,No,Yes,No,16,3,,Acne
Positive,,,,Texture,5,5,17, sinks right in,3,3,5.0,5.0,, sinks right in,P4R621,5,27 July 2020,No,Yes,No,3,1,,Acne
Positive,,,,Texture,5,5,,,,,,,, feels super smooth,P4R621,5,27 July 2020,No,Yes,No,3,1,,Acne
Positive,,,,Skin,5,5,7, very moisturizing,20,20,4.75,4.75,, extremely moisturizing,P4R621,5,27 July 2020,No,Yes,No,3,1,,Acne
Positive,,,,Price,5,5,1, Great price too,6,6,5.0,5.0,, Great price too,P4R621,5,27 July 2020,No,Yes,No,3,1,,Acne
Positive,,,,Packaging,5,5,,,,,,,, $14/2oz tube,P4R621,5,27 July 2020,No,Yes,No,3,1,,Acne
Positive,,,,Texture,5,5,1, not greasy,31,29,4.931034482758621,4.935483870967742,, not greasy,P4R623,5,25 July 2020,Yes,Yes,No,12,0,,Aging
Positive,,,,Skin,5,5,11, I have rosacea,13,13,4.6923076923076925,4.6923076923076925,, I have rosacea,P4R623,5,25 July 2020,Yes,Yes,No,12,0,,Aging
Positive,,,,Skin,5,5,16, most of the redness go away,7,7,4.714285714285714,4.714285714285714,, most of the redness go away,P4R623,5,25 July 2020,Yes,Yes,No,12,0,,Aging
Positive,,,,Odor,5,5,,,,,,,, doesn't smell bad,P4R623,5,25 July 2020,Yes,Yes,No,12,0,,Aging
Positive,,,,Texture,5,5,9, rich consistency,4,4,4.5,4.5,, rich consistency,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Texture,5,5,10, doesn't feel too heavy,4,4,4.75,4.75,, doesn't feel too heavy,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Skin,5,5,31, reducing irritation,4,3,3.6666666666666665,4.0,, reducing irritation,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Skin,5,5,21, soothing the skin,5,5,5.0,5.0,, soothing the skin,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Skin,5,5,,,,,,,, act up with changes in the weather,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Price,5,5,,,,,,,, For the price,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Price,5,5,,,,,,,, this is definitely well worth it,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Odor,5,5,3, appreciate that this is fragrance free,6,6,4.5,4.5,, appreciate that this is fragrance free,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Motivation,5,5,,,,,,,, first ingredient is colloidal oatmeal,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Negative,,,,Allergy,5,5,,,,,,,, didn't break me out,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Texture,5,5,,,,,,,, soaks into my skin quickly,P4R627,5,23 July 2020,Yes,Yes,No,9,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, no oiliness throughout the day,P4R627,5,23 July 2020,Yes,Yes,No,9,0,,Acne
Positive,,,,Skin,5,5,12, oily skin,10,10,5.0,5.0,, oily skin,P4R627,5,23 July 2020,Yes,Yes,No,9,0,,Acne
Positive,,,,Skin,5,5,,,,,,,, flakiness is gone,P4R627,5,23 July 2020,Yes,Yes,No,9,0,,Acne
Positive,,,,Price,5,5,1, Great price too,6,6,5.0,5.0,, Great price for an amazing product,P4R627,5,23 July 2020,Yes,Yes,No,9,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, thickness of the cream,P4R628,5,21 July 2020,No,Yes,No,4,0,,Acne
Positive,,,,Skin,5,5,,,,,,,, soothes and moisturizes heavenly,P4R628,5,21 July 2020,No,Yes,No,4,0,,Acne
Positive,,,,Motivation,5,5,,,,,,,, finally found a great moisturizer,P4R628,5,21 July 2020,No,Yes,No,4,0,,Acne
Negative,,,,Skin,5,5,,,,,,,, bit much for my oily,P4R628,5,21 July 2020,No,Yes,No,4,0,,Acne
Negative,,,,Skin,5,5,3, acne prone skin,6,6,2.5,2.5,, acne prone skin,P4R628,5,21 July 2020,No,Yes,No,4,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, Soothing cream that sinks into skin,P4R630,5,20 July 2020,Yes,Yes,No,4,0,,Aging
Positive,,,,Skin,5,5,,,,,,,, occasional redness due to eczema,P4R630,5,20 July 2020,Yes,Yes,No,4,0,,Aging
Positive,,,,Odor,5,5,1, has no fragrance,11,11,4.818181818181818,4.818181818181818,, No fragrance,P4R630,5,20 July 2020,Yes,Yes,No,4,0,,Aging
Positive,,,,Texture,5,5,14, not too oily,3,3,5.0,5.0,, not too oily,P4R633,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Skin,5,5,,,,,,,, SO great! Really kept my skin so hydrated,P4R633,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Purchase,5,5,,,,,,,, still had well over half of the tub left,P4R633,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Demographic,5,5,,,,,,,, colder months,P4R633,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Brand,5,5,,,,,,,, with other FAB products,P4R633,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, ur skin Very soft,P4R636,5,19 July 2020,Yes,Yes,Yes,1,0,,Acne
Positive,,,,Texture,4,4,,,,,,,, not oily cream,P4R639,4,17 July 2020,No,Yes,No,3,0,,Acne
Positive,,,,Application,4,4,,,,,,,, apply my night time retinoid,P4R639,4,17 July 2020,No,Yes,No,3,0,,Acne
Positive,,,,Application,4,4,,,,,,,, my décolletage,P4R639,4,17 July 2020,No,Yes,No,3,0,,Acne
Negative,,,,Texture,4,4,,,,,,,, rich but not oily cream. It stays tacky for a while,P4R639,4,17 July 2020,No,Yes,No,3,0,,Acne
Positive,,,,Texture,5,5,8, thick cream,4,4,5.0,5.0,, heavy cream,P4R643,5,13 July 2020,No,Yes,No,0,1,,Acne
Negative,,,,Allergy,5,5,,,,,,,, giving me a tingling sensation,P4R643,5,13 July 2020,No,Yes,No,0,1,,Acne
Positive,,,,Texture,5,5,4, without feeling oily/ greasy,11,11,5.0,5.0,, without feeling oily/ greasy,P4R650,5,07 July 2020,No,Yes,No,1,0,18-24,Blackheads
Positive,,,,Texture,5,5,16, soaks well,3,3,4.666666666666667,4.666666666666667,, soaks in nicely,P4R650,5,07 July 2020,No,Yes,No,1,0,18-24,Blackheads
Positive,,,,Texture,5,5,,,,,,,, not leaving the skin super shiny and greasy looking,P4R650,5,07 July 2020,No,Yes,No,1,0,18-24,Blackheads
Positive,,,,Texture,5,5,4, without feeling oily/ greasy,11,11,5.0,5.0,, without making my skin look nor feel greasy,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,5,5,,,,,,,, damaged moisture barrier,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Performance,5,5,,,,,,,, intense acne,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Performance,5,5,,,,,,,, protect and nourish my damaged moisture,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Packaging,5,5,,,,,,,, amount you use is important,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Packaging,5,5,,,,,,,, good,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Packaging,5,5,,,,,,,, standard moisturizer,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Motivation,5,5,,,,,,,, making it my permanent moisturizer,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Application,5,5,4, my face and neck,3,3,5.0,5.0,, my face and neck,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Texture,3,3,11, nice texture,4,4,3.5,3.5,, nice texture,P4R654,3,02 July 2020,No,No,No,8,0,45-54,Aging
Negative,,,,Odor,3,3,,,,,,,, can't get past the scent. of eucalyptus is quite strong,P4R654,3,02 July 2020,No,No,No,8,0,45-54,Aging
Positive,,,,Texture,5,5,11, nice texture,4,4,3.5,3.5,, love the texture,P4R655,5,01 July 2020,No,Yes,No,0,0,,Aging
Positive,,,,Skin,5,5,,,,,,,, skin loves it,P4R655,5,01 July 2020,No,Yes,No,0,0,,Aging
Positive,,,,Texture,5,5,2, absorbs very well,14,14,4.857142857142857,4.857142857142857,, absorbs into the skin fast,P4R662,5,25 June 2020,No,Yes,No,6,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, leaves no residue on the skin,P4R662,5,25 June 2020,No,Yes,No,6,0,,Acne
Positive,,,,Skin,5,5,,,,,,,, my skin looked more hydrated,P4R662,5,25 June 2020,No,Yes,No,6,0,,Acne
Positive,,,,Sentiment,5,5,5, love this product,4,4,5.0,5.0,, love this product,P4R662,5,25 June 2020,No,Yes,No,6,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, without leaving a greasy residue,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Positive,,,,Skin,5,5,,,,,,,, balance of hydration,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Positive,,,,Price,5,5,,,,,,,, great price for the quantity,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Positive,,,,Ingredients,5,5,,,,,,,, isn't full of unnecessary ingredients,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Positive,,,,Demographic,5,5,1, winter months,17,17,4.823529411764706,4.823529411764706,, winter months,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Positive,,,,Texture,5,5,,,,,,,, heavyweight on my skin,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, but it's not,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Skin,5,5,,,,,,,, fungal acne,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Skin,5,5,11, I have rosacea,13,13,4.6923076923076925,4.6923076923076925,, rosacea,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Odor,5,5,,,,,,,, smell is very light,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Application,5,5,,,,,,,, apply it after B5 serum,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Negative,,,,Skin,5,5,,,,,,,, super dry sensitive,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Negative,,,,Allergy,5,5,,,,,,,, stinging but,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, absorbs into the skin not leaving me greasy,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Skin,5,5,12, oily skin,10,10,5.0,5.0,, Normal to oily skin,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Skin,5,5,16, most of the redness go away,7,7,4.714285714285714,4.714285714285714,, got rid of the redness,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Skin,5,5,22, peeling immediately,5,5,4.8,4.8,, peeling immediately,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Sentiment,5,5,,,,,,,, It also works amazing,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Price,5,5,,,,,,,, This is cheap,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Texture,4,4,,,,,,,, thick enough to rub into skin ,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Texture,4,4,,,,,,,, doesn’t leave any greasiness,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Skin,4,4,,,,,,,, my forehead was still flaking and dry ,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Skin,4,4,,,,,,,, significant change,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Sentiment,4,4,,,,,,,, I’m not a fan of the smell,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Purchase,4,4,,,,,,,, I love it and as long as it keeps working for my skin,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Motivation,4,4,,,,,,,, went into the Sephora seeking some help,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Negative,,,,Odor,4,4,,,,,,,, ike the smell,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Texture,1,1,,,,,,,, thicker side,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Texture,1,1,,,,,,,, so soft,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Texture,1,1,,,,,,,, smooth,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Texture,1,1,18,,3,3,3.6666666666666665,3.6666666666666665,,,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Skin,1,1,8, combination skin,18,18,4.333333333333333,4.333333333333333,, combination skin,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Skin,1,1,17,,7,7,4.0,4.0,,,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Motivation,1,1,,,,,,,, sample packets of the FAB,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Texture,5,5,,,,,,,, SO hydrating,P4R674,5,13 June 2020,Yes,Yes,No,0,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, doesn't just sit on top,P4R674,5,13 June 2020,Yes,Yes,No,0,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, no leftover residue,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Skin,5,5,,,,,,,, my skin not broken out,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Skin,5,5,,,,,,,, hormonal acne,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Skin,5,5,,,,,,,, bumps on my arms,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Demographic,5,5,,,,,,,, mother,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Allergy,5,5,,,,,,,, his hasn’t instigated,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Texture,4,4,,,,,,,, don't wake up with a greasy face,P4R687,4,06 June 2020,Yes,Yes,No,1,0,,Acne
Positive,,,,Texture,4,4,,,,,,,, don't get super oily,P4R687,4,06 June 2020,Yes,Yes,No,1,0,,Acne
Negative,,,,Texture,4,4,,,,,,,, for my skin to absorb it,P4R687,4,06 June 2020,Yes,Yes,No,1,0,,Acne
Negative,,,,Texture,4,4,,,,,,,,,P4R687,4,06 June 2020,Yes,Yes,No,1,0,,Acne
Positive,,,,Texture,5,5,2, absorbs very well,14,14,4.857142857142857,4.857142857142857,, absorbs quickly,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Positive,,,,Skin,5,5,32, combination,4,4,5.0,5.0,, combination,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Positive,,,,Skin,5,5,15, spot treatment for dry patches,8,8,5.0,5.0,, spot treatment for dry patches,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Positive,,,,Price,5,5,,,,,,,, switched to this to save money,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Negative,,,,Competitor,5,5,,,,,,,, Drunk Elephant Lala Retro,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Positive,,,,Texture,5,5,,,,,,,, deeply combats,P4R694,5,29 May 2020,Yes,Yes,No,5,0,,Aging
Positive,,,,Texture,5,5,,,,,,,, feel quite like this,P4R694,5,29 May 2020,Yes,Yes,No,5,0,,Aging
Positive,,,,Texture,5,5,,,,,,,, doesn’t make my skin feel oily at all,P4R697,5,27 May 2020,No,Yes,No,8,0,,Acne
Positive,,,,Skin,5,5,1, SUPER dry skin,88,88,4.7272727272727275,4.7272727272727275,, my dry skin,P4R697,5,27 May 2020,No,Yes,No,8,0,,Acne
Positive,,,,Skin,5,5,,,,,,,, less irritable,P4R697,5,27 May 2020,No,Yes,No,8,0,,Acne
Positive,,,,Skin,5,5,13, sensitive,9,9,4.333333333333333,4.333333333333333,, sensitive,P4R697,5,27 May 2020,No,Yes,No,8,0,,Acne
Positive,,,,Texture,4,4,,,,,,,, very think cream,P4R699,4,27 May 2020,Yes,Yes,No,5,1,,Acne
Positive,,,,Texture,4,4,,,,,,,, completely get absorbed,P4R699,4,27 May 2020,Yes,Yes,No,5,1,,Acne
Positive,,,,Odor,4,4,5, subtle clean scent,3,3,4.333333333333333,4.333333333333333,, subtle clean scent,P4R699,4,27 May 2020,Yes,Yes,No,5,1,,Acne
Positive,,,,Texture,5,5,12, skin is soft and smooth,4,4,5.0,5.0,, skin is soft and smooth,P4R701,5,23 May 2020,No,Yes,No,1,1,,Aging
Positive,,,,Skin,5,5,,,,,,,, my hands were cracked and dry,P4R701,5,23 May 2020,No,Yes,No,1,1,,Aging
Negative,,,,Packaging,5,5,,,,,,,, size of the jar wish it were a little larger.,P4R701,5,23 May 2020,No,Yes,No,1,1,,Aging
Positive,,,,Texture,5,5,,,,,,,, drinks it in without being greasy,P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Texture,5,5,1, not greasy,31,29,4.931034482758621,4.935483870967742,, not be greasy,P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Sentiment,5,5,4, BEST face cream I have ever owned,4,3,4.666666666666667,4.75,, best face/body cream,P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Motivation,5,5,1, I got a sample of this to start,6,5,4.6,4.666666666666667,, I got a sample of this to start,P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Demographic,5,5,,,,,,,, use it on my face(dry),P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Allergy,5,5,,,,,,,, not end up with breakouts on my face,P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Texture,5,5,,,,,,,, drinks it in without being greasy,P4R706,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Texture,5,5,1, not greasy,31,29,4.931034482758621,4.935483870967742,, not be greasy,P4R706,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Skin,5,5,,,,,,,, amazing how it can moisturize all of me,P4R706,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Sentiment,5,5,4, BEST face cream I have ever owned,4,3,4.666666666666667,4.75,, best face/body cream,P4R706,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Motivation,5,5,1, I got a sample of this to start,6,5,4.6,4.666666666666667,, I got a sample of this to start,P4R706,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Texture,5,5,,,,,,,, rich but not so that it would clog my pores,P4R707,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Skin,5,5,6, mostly dry,26,25,4.96,4.961538461538462,, dry,P4R707,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Skin,5,5,9, redness gone,16,15,4.933333333333334,4.9375,, red,P4R707,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Skin,5,5,3, sensitive dry/combo skin,34,34,4.823529411764706,4.823529411764706,, sensitive skin,P4R707,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Ingredients,5,5,,,,,,,, love that it has clean ingredients,P4R707,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Texture,5,5,19, osh that it would clog my pores,3,3,5.0,5.0,, osh that it would clog my pores,P4R708,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Skin,5,5,40, ery dry,3,3,5.0,5.0,, ery dry,P4R708,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Skin,5,5,9, redness gone,16,15,4.933333333333334,4.9375,, red,P4R708,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Skin,5,5,,,,,,,, and sensitive skin,P4R708,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Ingredients,5,5,,,,,,,, love that it has clean ingredients,P4R708,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Texture,5,5,,,,,,,, skin looks so plump,P4R709,5,20 May 2020,No,Yes,No,3,0,,Acne
Positive,,,,Texture,5,5,8, thick cream,4,4,5.0,5.0,, Its a really good thick cream,P4R715,5,17 May 2020,No,Yes,No,4,0,,Acne
Positive,,,,Purchase,5,5,,,,,,,, and will be repurchasing,P4R715,5,17 May 2020,No,Yes,No,4,0,,Acne
Positive,,,,Allergy,5,5,,,,,,,, didn’t break me out personally,P4R715,5,17 May 2020,No,Yes,No,4,0,,Acne
Positive,,,,Texture,4,4,,,,,,,, found it soothing,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Positive,,,,Skin,4,4,,,,,,,, fair skin,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
