Sentiment,L1 Cluster ID,L1 Cluster,L2 Cluster ID,L2 Cluster,L2 Rating (Review),L2 Rating (Phrase),L3 Cluster ID,L3 Cluster,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Date,Verified Purchase,Recommended,Incentivized,Upvote,Downvote,AgeRange,SkinConcerns
positive,,,,performance,5 stars,5 stars,8,skin actually soft,4,4,4.75,4.75,,cooling and feels so nice,P4R6,5 stars,23 October 2022,Yes,Yes,No,3,1,,
positive,,,,motivation,5 stars,5 stars,3,never greasy and weird,5,4,4.25,3.8,,wouldn’t aggravate my skin,P4R6,5 stars,23 October 2022,Yes,Yes,No,3,1,,
positive,,,,motivation,5 stars,5 stars,4,sensitive skin,5,5,5.0,5.0,,calm it down a bit,P4R6,5 stars,23 October 2022,Yes,Yes,No,3,1,,
positive,,,,application,5 stars,5 stars,13,never greasy and weird,3,3,4.333333333333333,4.333333333333333,,after Cetaphil Gentle Cleanser,P4R6,5 stars,23 October 2022,Yes,Yes,No,3,1,,
positive,,,,application,5 stars,5 stars,0,sensitive skin,9,9,4.222222222222222,4.222222222222222,,every day for about 3 months,P4R6,5 stars,23 October 2022,Yes,Yes,No,3,1,,
negative,,,,competitor,5 stars,5 stars,3,never greasy and weird,7,7,4.571428571428571,4.571428571428571,,Cerave doesn’t work well at all with my skin,P4R6,5 stars,23 October 2022,Yes,Yes,No,3,1,,
positive,,,,texture,5 stars,5 stars,12,flakiness,3,3,5.0,5.0,,long-lasting results,P4R7,5 stars,23 October 2022,No,Yes,No,14,1,Over54,Redness
positive,,,,skin,5 stars,5 stars,45,luscious but feels watery,12,12,3.3333333333333335,3.3333333333333335,,oily acne-prone skin,P4R7,5 stars,23 October 2022,No,Yes,No,14,1,Over54,Redness
positive,,,,application,5 stars,5 stars,5,dry skin,7,7,3.5714285714285716,3.5714285714285716,,Works well with topicals,P4R7,5 stars,23 October 2022,No,Yes,No,14,1,Over54,Redness
positive,,,,texture,5 stars,5 stars,12,flakiness,3,3,5.0,5.0,,moisture lasted a long time,P4R12,5 stars,04 October 2022,No,Yes,No,0,0,,Acne
positive,,,,skin,5 stars,5 stars,15,never greasy and weird,30,30,4.333333333333333,4.333333333333333,,Dry Skin,P4R12,5 stars,04 October 2022,No,Yes,No,0,0,,Acne
positive,,,,skin,5 stars,5 stars,32,sensation of moisture wears off quickly,10,10,4.3,4.3,,"not just moisturized, but nourished",P4R12,5 stars,04 October 2022,No,Yes,No,0,0,,Acne
positive,,,,performance,5 stars,5 stars,2,never greasy and weird,9,7,3.4285714285714284,3.7777777777777777,,didn’t have any flakes I usually experience,P4R12,5 stars,04 October 2022,No,Yes,No,0,0,,Acne
positive,,,,application,5 stars,5 stars,3,acne,8,8,3.125,3.125,,face moisturizer,P4R12,5 stars,04 October 2022,No,Yes,No,0,0,,Acne
positive,,,,application,5 stars,5 stars,8,eczema,2,2,3.0,3.0,,t zone,P4R12,5 stars,04 October 2022,No,Yes,No,0,0,,Acne
positive,,,,texture,3 stars,3 stars,6,scent was pleasant,11,11,4.090909090909091,4.090909090909091,,her skin just drinks it up,P4R14,3 stars,01 October 2022,No,No,No,7,5,,Blackheads
positive,,,,skin,3 stars,3 stars,30,cream isn't soothing eczema,29,29,4.482758620689655,4.482758620689655,,deeply moisturizing,P4R14,3 stars,01 October 2022,No,No,No,7,5,,Blackheads
positive,,,,price,3 stars,3 stars,0,never greasy and weird,7,7,4.142857142857143,4.142857142857143,,"the price, it’s a fantastic formula",P4R14,3 stars,01 October 2022,No,No,No,7,5,,Blackheads
positive,,,,packaging,3 stars,3 stars,5,never greasy and weird,7,7,4.142857142857143,4.142857142857143,,large size,P4R14,3 stars,01 October 2022,No,No,No,7,5,,Blackheads
positive,,,,demographic,3 stars,3 stars,10,acne,3,3,3.3333333333333335,3.3333333333333335,,got this for my mom,P4R14,3 stars,01 October 2022,No,No,No,7,5,,Blackheads
positive,,,,demographic,3 stars,3 stars,5,eczema,7,7,4.142857142857143,4.142857142857143,,dry climate,P4R14,3 stars,01 October 2022,No,No,No,7,5,,Blackheads
positive,,,,texture,5 stars,5 stars,9,very harsh winters,14,14,4.571428571428571,4.571428571428571,,but it’s not oily so,P4R16,5 stars,28 September 2022,Yes,Yes,No,3,1,,Aging
positive,,,,skin,5 stars,5 stars,30,cream isn't soothing eczema,29,29,4.482758620689655,4.482758620689655,,great everyday moisturizer,P4R16,5 stars,28 September 2022,Yes,Yes,No,3,1,,Aging
positive,,,,skin,5 stars,5 stars,2,nor helping prevent dryness,54,50,4.12,4.074074074074074,,simple and hydrating,P4R16,5 stars,28 September 2022,Yes,Yes,No,3,1,,Aging
positive,,,,skin,5 stars,5 stars,15,never greasy and weird,30,30,4.333333333333333,4.333333333333333,,dry to normal skin,P4R16,5 stars,28 September 2022,Yes,Yes,No,3,1,,Aging
positive,,,,skin,5 stars,5 stars,2,nor helping prevent dryness,54,50,4.12,4.074074074074074,,very hydrating,P4R16,5 stars,28 September 2022,Yes,Yes,No,3,1,,Aging
positive,,,,texture,2 stars,2 stars,30,texture is no longer thick,7,7,4.285714285714286,4.285714285714286,,"super creamy,",P4R17,2 stars,27 September 2022,No,Yes,No,12,0,,Acne
positive,,,,texture,2 stars,2 stars,20,luscious but feels watery,4,4,3.25,3.25,,doesn’t feel sticky either,P4R17,2 stars,27 September 2022,No,Yes,No,12,0,,Acne
positive,,,,skin,2 stars,2 stars,2,nor helping prevent dryness,54,50,4.12,4.074074074074074,,nstant Hydration,P4R17,2 stars,27 September 2022,No,Yes,No,12,0,,Acne
positive,,,,skin,2 stars,2 stars,2,nor helping prevent dryness,54,50,4.12,4.074074074074074,,hydrating,P4R17,2 stars,27 September 2022,No,Yes,No,12,0,,Acne
positive,,,,skin,2 stars,2 stars,29,using this FAB cream,4,4,3.75,3.75,,soothing,P4R17,2 stars,27 September 2022,No,Yes,No,12,0,,Acne
positive,,,,skin,2 stars,2 stars,2,nor helping prevent dryness,54,50,4.12,4.074074074074074,,instant hydration,P4R17,2 stars,27 September 2022,No,Yes,No,12,0,,Acne
positive,,,,sentiment,2 stars,2 stars,10,never greasy and weird,6,6,4.0,4.0,,Ultra Repair cream,P4R17,2 stars,27 September 2022,No,Yes,No,12,0,,Acne
positive,,,,sentiment,2 stars,2 stars,17,sensitive skin,5,5,4.2,4.2,,would highly recommend,P4R17,2 stars,27 September 2022,No,Yes,No,12,0,,Acne
positive,,,,performance,2 stars,2 stars,2,never greasy and weird,9,7,3.4285714285714284,3.7777777777777777,,dry and irritated,P4R17,2 stars,27 September 2022,No,Yes,No,12,0,,Acne
positive,,,,performance,2 stars,2 stars,14,dry skin,14,14,3.5714285714285716,3.5714285714285716,,helped my dry skin,P4R17,2 stars,27 September 2022,No,Yes,No,12,0,,Acne
positive,,,,texture,1 star,1 star,14,skin now seems mildly tacky,18,17,3.764705882352941,3.6666666666666665,,Must have thick,P4R20,1 star,20 September 2022,No,No,No,5,2,,
positive,,,,texture,1 star,1 star,24,dry skin,7,7,2.2857142857142856,2.2857142857142856,,"thick, hydrating cream",P4R20,1 star,20 September 2022,No,No,No,5,2,,
positive,,,,texture,1 star,1 star,1,eczema,15,14,4.571428571428571,4.6,,so smooth,P4R20,1 star,20 September 2022,No,No,No,5,2,,
positive,,,,texture,1 star,1 star,6,scent was pleasant,11,11,4.090909090909091,4.090909090909091,,comfortable on the skin,P4R20,1 star,20 September 2022,No,No,No,5,2,,
positive,,,,application,1 star,1 star,3,acne,8,8,3.125,3.125,,face cream,P4R20,1 star,20 September 2022,No,No,No,5,2,,
positive,,,,texture,5 stars,5 stars,19,never greasy and weird,20,20,4.25,4.25,,Not greasy!,P4R26,5 stars,06 September 2022,No,Yes,No,0,0,,Acne
positive,,,,skin,5 stars,5 stars,32,sensation of moisture wears off quickly,10,10,4.3,4.3,,moistures skin without,P4R26,5 stars,06 September 2022,No,Yes,No,0,0,,Acne
positive,,,,purchase,5 stars,5 stars,7,sensitive skin,8,8,4.25,4.25,,definitely be purchasing again,P4R26,5 stars,06 September 2022,No,Yes,No,0,0,,Acne
negative,,,,allergy,5 stars,5 stars,0,skin actually soft,11,11,4.363636363636363,4.363636363636363,,does burn a little,P4R26,5 stars,06 September 2022,No,Yes,No,0,0,,Acne
positive,,,,texture,5 stars,5 stars,3,acne,21,21,3.8095238095238093,3.8095238095238093,,very fast absorbing,P4R28,5 stars,31 August 2022,No,Yes,No,1,1,,Acne
positive,,,,ingredients,5 stars,5 stars,2,skin actually soft,6,6,4.666666666666667,4.666666666666667,,"oat, ceramides, niacinamide",P4R28,5 stars,31 August 2022,No,Yes,No,1,1,,Acne
negative,,,,texture,5 stars,5 stars,1,eczema,6,5,4.0,4.166666666666667,,cream left this residue,P4R28,5 stars,31 August 2022,No,Yes,No,1,1,,Acne
negative,,,,texture,5 stars,5 stars,4,flakiness,6,6,4.5,4.5,,layer of cream sitting,P4R28,5 stars,31 August 2022,No,Yes,No,1,1,,Acne
negative,,,,skin,5 stars,5 stars,6,dry skin,17,16,4.5,4.529411764705882,,very dry skin,P4R28,5 stars,31 August 2022,No,Yes,No,1,1,,Acne
negative,,,,skin,5 stars,5 stars,5,acne,14,13,3.8461538461538463,3.9285714285714284,,didn’t find it hydrating enough,P4R28,5 stars,31 August 2022,No,Yes,No,1,1,,Acne
negative,,,,odor,5 stars,5 stars,0,skin actually soft,29,27,4.185185185185185,4.137931034482759,,smells like oats,P4R28,5 stars,31 August 2022,No,Yes,No,1,1,,Acne
negative,,,,ingredients,5 stars,5 stars,3,sensitive skin,3,3,3.6666666666666665,3.6666666666666665,,clearly due to the silicones,P4R28,5 stars,31 August 2022,No,Yes,No,1,1,,Acne
negative,,,,demographic,5 stars,5 stars,0,skin actually soft,5,5,4.2,4.2,,winter and it wasn’t cut out,P4R28,5 stars,31 August 2022,No,Yes,No,1,1,,Acne
negative,,,,allergy,5 stars,5 stars,0,skin actually soft,11,11,4.363636363636363,4.363636363636363,,BURNING sensation for many days,P4R28,5 stars,31 August 2022,No,Yes,No,1,1,,Acne
positive,,,,texture,5 stars,5 stars,26,price on the 8oz tube by TWELVE DOLLARS,5,5,3.4,3.4,,doesn’t feel too heavy,P4R31,5 stars,22 August 2022,No,Yes,No,1,1,,Acne
positive,,,,texture,4 stars,4 stars,30,texture is no longer thick,7,7,4.285714285714286,4.285714285714286,,thick and creamy,P4R32,4 stars,21 August 2022,No,Yes,No,0,0,,Dullness
positive,,,,texture,4 stars,4 stars,26,price on the 8oz tube by TWELVE DOLLARS,5,5,3.4,3.4,,doesn’t feel heavy,P4R32,4 stars,21 August 2022,No,Yes,No,0,0,,Dullness
positive,,,,texture,4 stars,4 stars,10,using this FAB cream,17,17,4.0,4.0,,doesn’t leave you looking like a greasy mess,P4R32,4 stars,21 August 2022,No,Yes,No,0,0,,Dullness
positive,,,,texture,2 stars,2 stars,4,insubstantial when applied,11,11,4.181818181818182,4.181818181818182,,rich but not heavy,P4R34,2 stars,16 August 2022,No,No,No,9,5,,Blackheads
positive,,,,skin,2 stars,2 stars,17,wash my hands,8,7,3.7142857142857144,3.875,,normal to oily,P4R34,2 stars,16 August 2022,No,No,No,9,5,,Blackheads
positive,,,,price,2 stars,2 stars,0,never greasy and weird,7,7,4.142857142857143,4.142857142857143,,your money's worth,P4R34,2 stars,16 August 2022,No,No,No,9,5,,Blackheads
positive,,,,packaging,2 stars,2 stars,0,sensitive skin,5,5,4.0,4.0,,another 2 weeks worth of product,P4R34,2 stars,16 August 2022,No,No,No,9,5,,Blackheads
positive,,,,odor,2 stars,2 stars,1,skin actually soft,12,12,3.75,3.75,,lightly herbally scented,P4R34,2 stars,16 August 2022,No,No,No,9,5,,Blackheads
positive,,,,motivation,2 stars,2 stars,0,dry skin,8,8,3.375,3.375,,in their holiday set,P4R34,2 stars,16 August 2022,No,No,No,9,5,,Blackheads
positive,,,,texture,5 stars,5 stars,0,Not greasy,9,8,4.375,4.444444444444445,,slightly whipped but still creamy texture,P4R37,5 stars,09 August 2022,No,Yes,No,0,0,,Blackheads
positive,,,,price,5 stars,5 stars,2,dry skin,13,13,4.461538461538462,4.461538461538462,,excellent bang for your buck,P4R37,5 stars,09 August 2022,No,Yes,No,0,0,,Blackheads
positive,,,,brand,5 stars,5 stars,2,skin actually soft,10,10,4.4,4.4,,love the whole concept behind FAB,P4R37,5 stars,09 August 2022,No,Yes,No,0,0,,Blackheads
positive,,,,texture,4 stars,4 stars,3,acne,21,21,3.8095238095238093,3.8095238095238093,,absorbs wonderfully,P4R43,4 stars,22 July 2022,No,Yes,No,3,0,,Acne
positive,,,,skin,4 stars,4 stars,43,flakiness,11,11,3.8181818181818183,3.8181818181818183,,dry,P4R43,4 stars,22 July 2022,No,Yes,No,3,0,,Acne
positive,,,,skin,4 stars,4 stars,21,scent was pleasant,15,14,4.285714285714286,4.333333333333333,,rosacea prone skin,P4R43,4 stars,22 July 2022,No,Yes,No,3,0,,Acne
positive,,,,skin,4 stars,4 stars,30,cream isn't soothing eczema,29,29,4.482758620689655,4.482758620689655,,moisturizing,P4R43,4 stars,22 July 2022,No,Yes,No,3,0,,Acne
positive,,,,skin,4 stars,4 stars,15,never greasy and weird,30,30,4.333333333333333,4.333333333333333,,dry skin,P4R43,4 stars,22 July 2022,No,Yes,No,3,0,,Acne
positive,,,,skin,4 stars,4 stars,18,texture is no longer thick,10,10,4.2,4.2,,redness,P4R43,4 stars,22 July 2022,No,Yes,No,3,0,,Acne
positive,,,,purchase,4 stars,4 stars,9,skin actually soft,4,4,3.75,3.75,,since 2009,P4R43,4 stars,22 July 2022,No,Yes,No,3,0,,Acne
positive,,,,allergy,4 stars,4 stars,1,skin actually soft,12,11,3.909090909090909,3.6666666666666665,,doesn't pill with anything,P4R43,4 stars,22 July 2022,No,Yes,No,3,0,,Acne
positive,,,,texture,5 stars,5 stars,22,dryness,3,3,5.0,5.0,,consistency of it is so nice,P4R45,5 stars,19 July 2022,Yes,Yes,No,0,1,,Aging
positive,,,,competitor,5 stars,5 stars,3,skin actually soft,2,2,3.5,3.5,,CeraVe has been my holy grail,P4R45,5 stars,19 July 2022,Yes,Yes,No,0,1,,Aging
negative,,,,skin,5 stars,5 stars,13,eczema,8,8,4.5,4.5,,isn’t extremely dry,P4R45,5 stars,19 July 2022,Yes,Yes,No,0,1,,Aging
negative,,,,skin,5 stars,5 stars,2,flakiness,11,11,4.181818181818182,4.181818181818182,,nor is it oily in the slightest,P4R45,5 stars,19 July 2022,Yes,Yes,No,0,1,,Aging
negative,,,,application,5 stars,5 stars,0,sensitive skin,7,7,4.285714285714286,4.285714285714286,,paired it with a primer,P4R45,5 stars,19 July 2022,Yes,Yes,No,0,1,,Aging
negative,,,,application,5 stars,5 stars,5,dry skin,7,7,4.571428571428571,4.571428571428571,,skin tint in order to do my makeup,P4R45,5 stars,19 July 2022,Yes,Yes,No,0,1,,Aging
negative,,,,allergy,5 stars,5 stars,3,sensitive skin,11,10,4.7,4.7272727272727275,,would end up pilling,P4R45,5 stars,19 July 2022,Yes,Yes,No,0,1,,Aging
positive,,,,texture,5 stars,5 stars,11,was on sale,5,5,4.0,4.0,,without feeling heavy,P4R54,5 stars,05 July 2022,No,Yes,No,4,1,,Acne
positive,,,,skin,5 stars,5 stars,13,sensitive skin,30,28,4.214285714285714,4.166666666666667,,soothe my acne,P4R54,5 stars,05 July 2022,No,Yes,No,4,1,,Acne
positive,,,,skin,5 stars,5 stars,30,cream isn't soothing eczema,29,29,4.482758620689655,4.482758620689655,,moisturizes me,P4R54,5 stars,05 July 2022,No,Yes,No,4,1,,Acne
positive,,,,texture,1 star,1 star,7,work in health care,15,12,4.291666666666667,4.333333333333333,,without looking super greasy,P4R59,1 star,22 June 2022,No,No,No,11,3,,Acne
positive,,,,skin,1 star,1 star,30,cream isn't soothing eczema,29,29,4.482758620689655,4.482758620689655,,moisturizing,P4R59,1 star,22 June 2022,No,No,No,11,3,,Acne
positive,,,,skin,1 star,1 star,2,nor helping prevent dryness,54,50,4.12,4.074074074074074,,get the hydration,P4R59,1 star,22 June 2022,No,No,No,11,3,,Acne
positive,,,,sentiment,1 star,1 star,1,dry skin,7,7,3.142857142857143,3.142857142857143,,No frills,P4R59,1 star,22 June 2022,No,No,No,11,3,,Acne
positive,,,,price,1 star,1 star,2,dry skin,13,13,4.461538461538462,4.461538461538462,,Very great product for the price,P4R59,1 star,22 June 2022,No,No,No,11,3,,Acne
positive,,,,demographic,1 star,1 star,5,eczema,7,7,4.142857142857143,4.142857142857143,,very dry state,P4R59,1 star,22 June 2022,No,No,No,11,3,,Acne
positive,,,,texture,5 stars,5 stars,1,eczema,15,14,4.571428571428571,4.6,,skin look baby smooth,P4R61,5 stars,18 June 2022,No,Yes,No,1,0,,Acne
positive,,,,skin,5 stars,5 stars,11,14oz jars,8,8,5.0,5.0,,horrible perioral dermatitis,P4R61,5 stars,18 June 2022,No,Yes,No,1,0,,Acne
positive,,,,odor,5 stars,5 stars,1,skin actually soft,12,12,3.75,3.75,,no irritating fragrance,P4R61,5 stars,18 June 2022,No,Yes,No,1,0,,Acne
positive,,,,texture,5 stars,5 stars,10,using this FAB cream,17,17,4.0,4.0,,doesn’t feel greasy,P4R72,5 stars,03 June 2022,No,Yes,No,3,0,,Dark Circles
positive,,,,skin,5 stars,5 stars,12,"especially during winter,",11,10,5.0,5.0,,don’t have dry spots,P4R72,5 stars,03 June 2022,No,Yes,No,3,0,,Dark Circles
positive,,,,purchase,5 stars,5 stars,9,skin actually soft,4,4,3.75,3.75,,for years (at least 5,P4R72,5 stars,03 June 2022,No,Yes,No,3,0,,Dark Circles
negative,,,,skin,5 stars,5 stars,12,almost a decade,7,7,4.428571428571429,4.428571428571429,,acne prone skin,P4R72,5 stars,03 June 2022,No,Yes,No,3,0,,Dark Circles
negative,,,,skin,5 stars,5 stars,2,flakiness,11,11,4.181818181818182,4.181818181818182,,oily/dry combination,P4R72,5 stars,03 June 2022,No,Yes,No,3,0,,Dark Circles
positive,,,,texture,5 stars,5 stars,20,luscious but feels watery,4,4,3.25,3.25,,because it’s not sticky,P4R73,5 stars,01 June 2022,No,Yes,No,2,0,,Acne
positive,,,,skin,5 stars,5 stars,27,skin actually soft,27,27,4.0,4.0,,have sensitive skin,P4R73,5 stars,01 June 2022,No,Yes,No,2,0,,Acne
positive,,,,skin,5 stars,5 stars,42,formula was becoming thinner,25,25,4.12,4.12,,my skin feels dry,P4R73,5 stars,01 June 2022,No,Yes,No,2,0,,Acne
positive,,,,purchase,5 stars,5 stars,8,eczema,8,8,4.25,4.25,,Will continue to purchase,P4R73,5 stars,01 June 2022,No,Yes,No,2,0,,Acne
positive,,,,demographic,5 stars,5 stars,2,almost a decade,10,10,4.2,4.2,,for my boyfriend,P4R73,5 stars,01 June 2022,No,Yes,No,2,0,,Acne
