Sentiment,L1 Cluster ID,L1 Cluster,L2 Cluster ID,L2 Cluster,L2 Phrase Count,L2 Rating (Phrase),L3 Cluster ID,L3 Cluster,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Date,Verified Purchase,Recommended,Incentivized,Upvote,Downvote,AgeRange,SkinConcerns
Positive,,,,Skin,1147,4.752397558849172,4, absorbs very well into my skin,48,45,4.8,4.770833333333333,, changed my life,P4R605,5,12 August 2020,No,Yes,No,26,1,,Blackheads
Positive,,,,Texture,333,4.834834834834835,7, Very gentle,12,12,4.666666666666667,4.666666666666667,, absorbs it immediately,P4R605,5,12 August 2020,No,Yes,No,26,1,,Blackheads
Positive,,,,Texture,333,4.834834834834835,11, absorbs very well into my skin,22,20,5.0,5.0,, doesn’t leave skin oily/greasy,P4R605,5,12 August 2020,No,Yes,No,26,1,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,56, tube version,21,21,4.809523809523809,4.809523809523809,, sensitive dry/combo skin,P4R606,5,11 August 2020,No,Yes,No,7,0,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,29, redness gone,33,27,4.777777777777778,4.818181818181818,, thick and hydrating,P4R606,5,11 August 2020,No,Yes,No,7,0,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,5, lids wasn’t bumpy and dry,48,45,4.777777777777778,4.770833333333333,, my skin is obsessed with this,P4R606,5,11 August 2020,No,Yes,No,7,0,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,4, absorbs very well into my skin,48,45,4.8,4.770833333333333,, I’ve had it for a few months now,P4R606,5,11 August 2020,No,Yes,No,7,0,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,21, stopped all that thank goodness,24,23,4.478260869565218,4.458333333333333,, thick and luxurious,P4R606,5,11 August 2020,No,Yes,No,7,0,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,29, redness gone,33,27,4.777777777777778,4.818181818181818,, I don’t feel like I need to layer another product on for more hydration,P4R606,5,11 August 2020,No,Yes,No,7,0,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,6, combination acne prone skin,18,18,4.666666666666667,4.666666666666667,, no bumps or acne from waxing,P4R606,5,11 August 2020,No,Yes,No,7,0,,Blackheads
Positive,,,,Texture,333,4.834834834834835,0, has never caused an acne flare up,29,28,4.964285714285714,4.9655172413793105,, thick and hydrating,P4R606,5,11 August 2020,No,Yes,No,7,0,,Blackheads
Positive,,,,Texture,333,4.834834834834835,6, stopped all that thank goodness,20,20,4.8,4.8,, I don’t feel like I need to layer another product on for more hydration,P4R606,5,11 August 2020,No,Yes,No,7,0,,Blackheads
Positive,,,,Texture,333,4.834834834834835,2, price is worth it,33,32,4.6875,4.696969696969697,, no bumps or acne from waxing,P4R606,5,11 August 2020,No,Yes,No,7,0,,Blackheads
Positive,,,,Price,85,4.858823529411764,1, Very gentle,19,19,4.7368421052631575,4.7368421052631575,, holygrail,P4R606,5,11 August 2020,No,Yes,No,7,0,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,21, stopped all that thank goodness,24,23,4.478260869565218,4.458333333333333,, thicker,P4R608,4,09 August 2020,No,Yes,No,0,0,,Dullness
Positive,,,,Skin,1147,4.752397558849172,55, my skin is obsessed with this,5,5,4.4,4.4,, soaks well into the skin,P4R608,4,09 August 2020,No,Yes,No,0,0,,Dullness
Negative,,,,Skin,132,2.234848484848485,7, Cleared up my very dry T-Zone,12,12,2.0,2.0,, dry skin,P4R609,1,08 August 2020,Yes,No,No,16,5,,Dullness
Negative,,,,Skin,132,2.234848484848485,1, Very gentle,14,14,2.2142857142857144,2.2142857142857144,, didn't hydrate my skin,P4R609,1,08 August 2020,Yes,No,No,16,5,,Dullness
Negative,,,,Allergy,157,2.4713375796178343,0, Cleared up my very dry T-Zone,33,31,2.5161290322580645,2.5757575757575757,, made my skin worse,P4R609,1,08 August 2020,Yes,No,No,16,5,,Dullness
Positive,,,,Skin,1147,4.752397558849172,17, I’ve had it for a few months now,49,44,4.590909090909091,4.63265306122449,, moisturizer,P4R611,5,06 August 2020,No,Yes,No,3,0,45-54,Sun Damage
Positive,,,,Skin,1147,4.752397558849172,17, I’ve had it for a few months now,49,44,4.590909090909091,4.63265306122449,, soothing moisturizer,P4R611,5,06 August 2020,No,Yes,No,3,0,45-54,Sun Damage
Positive,,,,Skin,1147,4.752397558849172,53, I don’t feel like I need to layer another product on for more hydration,26,24,4.916666666666667,4.923076923076923,, eczema,P4R611,5,06 August 2020,No,Yes,No,3,0,45-54,Sun Damage
Positive,,,,Skin,1147,4.752397558849172,15, no bumps or acne from waxing,18,11,4.7272727272727275,3.6666666666666665,, SUPER dry skin,P4R613,5,03 August 2020,No,Yes,No,3,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,48, thick and hydrating,14,14,5.0,5.0,, adult acne,P4R614,5,02 August 2020,No,Yes,No,9,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,13, I don’t feel like I need to layer another product on for more hydration,45,37,4.945945945945946,4.955555555555556,, dyshidrotic eczema,P4R614,5,02 August 2020,No,Yes,No,9,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,5, lids wasn’t bumpy and dry,48,45,4.777777777777778,4.770833333333333,, skin texture,P4R614,5,02 August 2020,No,Yes,No,9,1,,Acne
Positive,,,,Price,85,4.858823529411764,4, combination acne prone skin,17,14,5.0,5.0,, price point,P4R614,5,02 August 2020,No,Yes,No,9,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,12, holygrail,17,16,4.1875,4.235294117647059,, combination skin,P4R616,5,31 July 2020,No,Yes,No,4,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,43, thicker,31,31,4.741935483870968,4.741935483870968,, dry skin,P4R616,5,31 July 2020,No,Yes,No,4,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,17, I’ve had it for a few months now,49,44,4.590909090909091,4.63265306122449,, using this moisturizer helps,P4R616,5,31 July 2020,No,Yes,No,4,1,,Acne
Negative,,,,Allergy,157,2.4713375796178343,0, Cleared up my very dry T-Zone,33,31,2.5161290322580645,2.5757575757575757,, peeling on my skin,P4R616,5,31 July 2020,No,Yes,No,4,1,,Acne
Positive,,,,Brand,13,4.6923076923076925,0, Cleared up my very dry T-Zone,13,13,4.6923076923076925,4.6923076923076925,, I have been buying this for a long time,P4R618,2,28 July 2020,No,Yes,No,14,2,25-34,Acne
Positive,,,,Purchase,19,4.526315789473684,0, Cleared up my very dry T-Zone,19,17,4.529411764705882,4.526315789473684,, twice the price?,P4R618,2,28 July 2020,No,Yes,No,14,2,25-34,Acne
Positive,,,,Sentiment,107,4.88785046728972,2, Cleared up my very dry T-Zone,27,26,4.846153846153846,4.814814814814815,, Guess I'll be finding a replacement.,P4R618,2,28 July 2020,No,Yes,No,14,2,25-34,Acne
Positive,,,,Skin,1147,4.752397558849172,5, lids wasn’t bumpy and dry,48,45,4.777777777777778,4.770833333333333,, started watching a lot of skincare by Hyram,P4R619,5,28 July 2020,No,Yes,No,16,3,,Acne
Positive,,,,Skin,1147,4.752397558849172,17, I’ve had it for a few months now,49,44,4.590909090909091,4.63265306122449,, transition from my former holy grail moisturizer,P4R619,5,28 July 2020,No,Yes,No,16,3,,Acne
Positive,,,,Ingredients,24,4.875,0, Cleared up my very dry T-Zone,16,12,4.75,4.8125,, oat,P4R619,5,28 July 2020,No,Yes,No,16,3,,Acne
Positive,,,,Ingredients,24,4.875,0, Cleared up my very dry T-Zone,16,12,4.75,4.8125,, calms my skin down,P4R619,5,28 July 2020,No,Yes,No,16,3,,Acne
Positive,,,,Ingredients,24,4.875,0, Cleared up my very dry T-Zone,16,12,4.75,4.8125,, vegan AND cruelty free,P4R619,5,28 July 2020,No,Yes,No,16,3,,Acne
Positive,,,,Motivation,73,4.821917808219178,1, Very gentle,21,19,4.684210526315789,4.714285714285714,, bought this cream because I started watching a lot of skincare by Hyram,P4R619,5,28 July 2020,No,Yes,No,16,3,,Acne
Positive,,,,Skin,1147,4.752397558849172,4, absorbs very well into my skin,48,45,4.8,4.770833333333333,, met all expectations.,P4R620,4,28 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,56, tube version,21,21,4.809523809523809,4.809523809523809,, My skin gets very irritated and dry,P4R621,5,27 July 2020,No,Yes,No,3,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,17, I’ve had it for a few months now,49,44,4.590909090909091,4.63265306122449,, so this little calming and extremely moisturizing product has been a savior of mine.,P4R621,5,27 July 2020,No,Yes,No,3,1,,Acne
Positive,,,,Price,85,4.858823529411764,0, absorbs very well into my skin,24,24,4.791666666666667,4.791666666666667,, Great price too I got the $14/2oz tube and it’s lasted me months.,P4R621,5,27 July 2020,No,Yes,No,3,1,,Acne
Positive,,,,Performance,38,4.815789473684211,1, Cleared up my very dry T-Zone,17,16,4.9375,4.9411764705882355,, I have sensitive skin so I get nervous to try new products but this was a perfect match.,P4R621,5,27 July 2020,No,Yes,No,3,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,33, eczema,14,14,4.714285714285714,4.714285714285714,, moisture barrier,P4R622,5,26 July 2020,No,Yes,No,10,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,23, SUPER dry skin,11,9,5.0,5.0,, completely healed,P4R622,5,26 July 2020,No,Yes,No,10,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,16, adult acne,11,8,4.375,4.545454545454546,, heavy cream,P4R622,5,26 July 2020,No,Yes,No,10,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,20, dyshidrotic eczema,29,26,4.769230769230769,4.793103448275862,, smoothed out my skin,P4R623,5,25 July 2020,Yes,Yes,No,12,0,,Aging
Positive,,,,Allergy,128,4.765625,9, Cleared up my very dry T-Zone,11,11,5.0,5.0,, not greasy,P4R623,5,25 July 2020,Yes,Yes,No,12,0,,Aging
Positive,,,,Sentiment,107,4.88785046728972,1, Very gentle,31,27,4.851851851851852,4.870967741935484,, not smell bad,P4R623,5,25 July 2020,Yes,Yes,No,12,0,,Aging
Negative,,,,Skin,132,2.234848484848485,0, combination acne prone skin,29,27,3.185185185185185,3.103448275862069,, rosacea,P4R623,5,25 July 2020,Yes,Yes,No,12,0,,Aging
Positive,,,,Skin,1147,4.752397558849172,10, skin texture,16,15,4.733333333333333,4.75,, calmer skin,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,20, dyshidrotic eczema,29,26,4.769230769230769,4.793103448275862,, skin tone seemed more even,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Price,85,4.858823529411764,4, combination acne prone skin,17,14,5.0,5.0,, for the price,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Price,85,4.858823529411764,6, Cleared up my very dry T-Zone,6,6,5.0,5.0,, this is definitely well worth it,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Texture,333,4.834834834834835,1, tube version,11,11,4.545454545454546,4.545454545454546,, doesn't feel too heavy,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,19, combination skin,69,55,4.636363636363637,4.7101449275362315,, really gentle for sensitive skin,P4R625,1,23 July 2020,No,No,No,21,3,,Blackheads
Positive,,,,Allergy,128,4.765625,3, Very gentle,12,12,4.5,4.5,, relieves irritation,P4R625,1,23 July 2020,No,No,No,21,3,,Blackheads
Negative,,,,Allergy,157,2.4713375796178343,5, combination acne prone skin,16,16,2.0625,2.0625,, ended up breaking oit like crazy,P4R625,1,23 July 2020,No,No,No,21,3,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,20, dyshidrotic eczema,29,26,4.769230769230769,4.793103448275862,, skin,P4R626,5,23 July 2020,Yes,Yes,No,5,0,,Aging
Positive,,,,Skin,1147,4.752397558849172,63, using this moisturizer helps,5,5,4.2,4.2,, smooth,P4R626,5,23 July 2020,Yes,Yes,No,5,0,,Aging
Positive,,,,Skin,1147,4.752397558849172,8, peeling on my skin,14,14,4.642857142857143,4.642857142857143,, soft,P4R626,5,23 July 2020,Yes,Yes,No,5,0,,Aging
Positive,,,,Skin,1147,4.752397558849172,29, redness gone,33,27,4.777777777777778,4.818181818181818,, hydrated,P4R626,5,23 July 2020,Yes,Yes,No,5,0,,Aging
Positive,,,,Texture,333,4.834834834834835,3, redness gone,16,15,5.0,5.0,, change in my face,P4R626,5,23 July 2020,Yes,Yes,No,5,0,,Aging
Positive,,,,Application,107,4.878504672897196,1, Cleared up my very dry T-Zone,16,13,5.0,5.0,, anywhere,P4R626,5,23 July 2020,Yes,Yes,No,5,0,,Aging
Positive,,,,Motivation,73,4.821917808219178,0, Cleared up my very dry T-Zone,36,35,4.8,4.805555555555555,, I am obsessed,P4R626,5,23 July 2020,Yes,Yes,No,5,0,,Aging
Positive,,,,Skin,1147,4.752397558849172,11, twice the price?,28,27,4.666666666666667,4.678571428571429,, oily skin girl,P4R627,5,23 July 2020,Yes,Yes,No,9,0,,Acne
Positive,,,,Texture,333,4.834834834834835,26, lids wasn’t bumpy and dry,5,5,5.0,5.0,, soak into my skin quickly,P4R627,5,23 July 2020,Yes,Yes,No,9,0,,Acne
Positive,,,,Price,85,4.858823529411764,4, combination acne prone skin,17,14,5.0,5.0,, Great price for an amazing product,P4R627,5,23 July 2020,Yes,Yes,No,9,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,5, lids wasn’t bumpy and dry,48,45,4.777777777777778,4.770833333333333,, after a never ending parade of skincare products for YEARS,P4R628,5,21 July 2020,No,Yes,No,4,0,,Acne
Positive,,,,Texture,333,4.834834834834835,8, changed my life,13,13,4.538461538461538,4.538461538461538,, the thickness of the cream looked like a bit much for my oily acne prone skin,P4R628,5,21 July 2020,No,Yes,No,4,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,43, thicker,31,31,4.741935483870968,4.741935483870968,, dry skin,P4R629,5,20 July 2020,Yes,Yes,No,7,0,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,3, has never caused an acne flare up,25,18,4.777777777777778,4.84,, my cheeks are noticeably less red,P4R629,5,20 July 2020,Yes,Yes,No,7,0,,Blackheads
Positive,,,,Texture,333,4.834834834834835,2, price is worth it,33,32,4.6875,4.696969696969697,, feels so smooth on the skin,P4R629,5,20 July 2020,Yes,Yes,No,7,0,,Blackheads
Positive,,,,All,,,,,,,,,, has no fragrance,P4R629,5,20 July 2020,Yes,Yes,No,7,0,,Blackheads
Positive,,,,Sentiment,107,4.88785046728972,1, Very gentle,31,27,4.851851851851852,4.870967741935484,, It says it helps with rosacia,P4R629,5,20 July 2020,Yes,Yes,No,7,0,,Blackheads
Positive,,,,Motivation,73,4.821917808219178,0, Cleared up my very dry T-Zone,36,35,4.8,4.805555555555555,, The bigger tub is so worth the money,P4R629,5,20 July 2020,Yes,Yes,No,7,0,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,9, oat,35,35,4.8,4.8,, recently started using FAB Ultra Repair Cream for occasional redness due to eczema,P4R630,5,20 July 2020,Yes,Yes,No,4,0,,Aging
Positive,,,,Texture,333,4.834834834834835,8, changed my life,13,13,4.538461538461538,4.538461538461538,, soothing cream that sinks into skin,P4R630,5,20 July 2020,Yes,Yes,No,4,0,,Aging
Positive,,,,Odor,22,4.954545454545454,0, Cleared up my very dry T-Zone,14,12,4.916666666666667,4.928571428571429,, no fragrance,P4R630,5,20 July 2020,Yes,Yes,No,4,0,,Aging
Positive,,,,Application,107,4.878504672897196,8, Very gentle,6,3,4.666666666666667,4.833333333333333,, A little goes a long way,P4R630,5,20 July 2020,Yes,Yes,No,4,0,,Aging
Positive,,,,Skin,1147,4.752397558849172,6, combination acne prone skin,18,18,4.666666666666667,4.666666666666667,, acne breakout on my forehead,P4R631,5,19 July 2020,No,Yes,No,0,0,,Sun Damage
Positive,,,,Skin,1147,4.752397558849172,47, vegan AND cruelty free,13,12,5.0,5.0,, my dry skin due to the change in climate,P4R631,5,19 July 2020,No,Yes,No,0,0,,Sun Damage
Positive,,,,Texture,333,4.834834834834835,10, Cleared up my very dry T-Zone,15,14,4.928571428571429,4.933333333333334,, super soft,P4R631,5,19 July 2020,No,Yes,No,0,0,,Sun Damage
Positive,,,,Allergy,128,4.765625,1, combination acne prone skin,21,20,4.7,4.714285714285714,, moisturiser that does the trick,P4R631,5,19 July 2020,No,Yes,No,0,0,,Sun Damage
Positive,,,,Skin,1147,4.752397558849172,10, skin texture,16,15,4.733333333333333,4.75,, calms down my skin,P4R632,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Price,85,4.858823529411764,4, combination acne prone skin,17,14,5.0,5.0,, Amazing Price,P4R632,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,9, oat,35,35,4.8,4.8,, SO great! Really kept my skin so hydrated and soft but not too oily.,P4R633,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Texture,333,4.834834834834835,5, thick and hydrating,34,32,4.875,4.882352941176471,, Still had well over half of the tub left.,P4R633,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Price,85,4.858823529411764,1, Very gentle,19,19,4.7368421052631575,4.7368421052631575,, will definitely be bringing this back in the colder months,P4R633,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,19, combination skin,69,55,4.636363636363637,4.7101449275362315,, extremely sensitive skin,P4R634,5,19 July 2020,No,Yes,No,4,0,,Acne
Positive,,,,Allergy,128,4.765625,5, absorbs very well into my skin,6,6,4.5,4.5,, no break out,P4R634,5,19 July 2020,No,Yes,No,4,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,39, so this little calming and extremely moisturizing product has been a savior of mine.,10,10,4.9,4.9,, winter hits I start getting some dry flakes on my face,P4R635,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Texture,333,4.834834834834835,8, changed my life,13,13,4.538461538461538,4.538461538461538,, colloidal oatmeal,P4R635,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,8, peeling on my skin,14,14,4.642857142857143,4.642857142857143,, Very soft,P4R636,5,19 July 2020,Yes,Yes,Yes,1,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,11, twice the price?,28,27,4.666666666666667,4.678571428571429,, oily skin,P4R637,5,19 July 2020,Yes,Yes,No,1,0,,Acne
Positive,,,,Allergy,128,4.765625,1, combination acne prone skin,21,20,4.7,4.714285714285714,, super hydrating,P4R637,5,19 July 2020,Yes,Yes,No,1,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,11, twice the price?,28,27,4.666666666666667,4.678571428571429,, oily skin,P4R638,5,19 July 2020,No,Yes,No,2,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,27, completely healed,13,11,4.545454545454546,4.538461538461538,, accidentally got some major skin irritation,P4R638,5,19 July 2020,No,Yes,No,2,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,9, oat,35,35,4.8,4.8,, final layer after I apply my night time retinoid. I also use it on my décolletage.,P4R639,4,17 July 2020,No,Yes,No,3,0,,Acne
Positive,,,,Texture,333,4.834834834834835,8, changed my life,13,13,4.538461538461538,4.538461538461538,, rich but not oily cream,P4R639,4,17 July 2020,No,Yes,No,3,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,28, smoothed out my skin,24,24,4.666666666666667,4.666666666666667,, My skin was so dehydrated,P4R640,5,16 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,9, oat,35,35,4.8,4.8,, Works great with my skin,P4R641,5,14 July 2020,No,Yes,No,1,0,,Acne
Negative,,,,Skin,132,2.234848484848485,8, absorbs very well into my skin,7,7,1.5714285714285714,1.5714285714285714,, very broken out after using it for only three days,P4R642,2,13 July 2020,No,No,No,1,8,,Acne
Positive,,,,  * Negative,16,4.75,0, Cleared up my very dry T-Zone,16,8,4.75,4.75,, ,P4R643,5,13 July 2020,No,Yes,No,0,1,,Acne
Negative,,,,Skin,132,2.234848484848485,4, has never caused an acne flare up,23,21,2.3333333333333335,2.3043478260869565,, can burn,P4R644,4,12 July 2020,No,Yes,No,3,4,,Acne
Positive,,,,Skin,1147,4.752397558849172,8, peeling on my skin,14,14,4.642857142857143,4.642857142857143,, super soft,P4R646,5,09 July 2020,No,Yes,No,8,1,,Dark Circles
Positive,,,,Skin,1147,4.752397558849172,32, rosacea,46,44,4.7727272727272725,4.782608695652174,, very dry skin,P4R649,5,08 July 2020,No,Yes,No,6,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,49, calmer skin,14,14,5.0,5.0,, sensitive,P4R649,5,08 July 2020,No,Yes,No,6,1,,Acne
Positive,,,,Texture,333,4.834834834834835,24, thick and luxurious,7,7,4.714285714285714,4.714285714285714,, lasts forever,P4R649,5,08 July 2020,No,Yes,No,6,1,,Acne
Positive,,,,Price,85,4.858823529411764,0, absorbs very well into my skin,24,24,4.791666666666667,4.791666666666667,, purchased it twice already,P4R649,5,08 July 2020,No,Yes,No,6,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,55, my skin is obsessed with this,5,5,4.4,4.4,, soaks in nicely,P4R650,5,07 July 2020,No,Yes,No,1,0,18-24,Blackheads
Positive,,,,Skin,1147,4.752397558849172,61, for the price,5,5,5.0,5.0,, leaving a dewy glow from within,P4R650,5,07 July 2020,No,Yes,No,1,0,18-24,Blackheads
Positive,,,,Texture,333,4.834834834834835,11, absorbs very well into my skin,22,20,5.0,5.0,, not leaving the skin super shiny and greasy looking,P4R650,5,07 July 2020,No,Yes,No,1,0,18-24,Blackheads
Positive,,,,Allergy,128,4.765625,9, Cleared up my very dry T-Zone,11,11,5.0,5.0,, without feeling oily/ greasy after,P4R650,5,07 July 2020,No,Yes,No,1,0,18-24,Blackheads
Positive,,,,Skin,1147,4.752397558849172,17, I’ve had it for a few months now,49,44,4.590909090909091,4.63265306122449,, overall great moisturizer,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,1147,4.752397558849172,4, absorbs very well into my skin,48,45,4.8,4.770833333333333,, came across this product back in 2016,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,1147,4.752397558849172,23, SUPER dry skin,11,9,5.0,5.0,, severe damaged,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,1147,4.752397558849172,23, SUPER dry skin,11,9,5.0,5.0,, sore,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,1147,4.752397558849172,54, ended up breaking oit like crazy,13,6,4.833333333333333,4.923076923076923,, red,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,1147,4.752397558849172,9, oat,35,35,4.8,4.8,, this was the only product i could use that didn't cause discomfort to my skin,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,1147,4.752397558849172,27, completely healed,13,11,4.545454545454546,4.538461538461538,, didn't sensitize my skin further,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,1147,4.752397558849172,17, I’ve had it for a few months now,49,44,4.590909090909091,4.63265306122449,, almost like my go to product when my skin needs some gentle but effective moisturizing,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,1147,4.752397558849172,44, hydrated,20,19,4.842105263157895,4.85,, it moisturizes deeply without leaving a greasy / shiny look,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,1147,4.752397558849172,18, change in my face,15,15,5.0,5.0,, and that same deeply nourished feeling (which might feel heavy for some) lasts ALL day,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,1147,4.752397558849172,44, hydrated,20,19,4.842105263157895,4.85,, without making my skin look nor feel greasy,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,1147,4.752397558849172,2, Cleared up my very dry T-Zone,15,14,4.857142857142857,4.866666666666666,, i used to use a pea sized amount,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,1147,4.752397558849172,4, absorbs very well into my skin,48,45,4.8,4.770833333333333,, which wasn't enough,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,1147,4.752397558849172,25, soak into my skin quickly,8,8,5.0,5.0,, now i use like,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,1147,4.752397558849172,2, Cleared up my very dry T-Zone,15,14,4.857142857142857,4.866666666666666,, 3 peas of amount and that's PERFECT for my face and neck,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,1147,4.752397558849172,33, eczema,14,14,4.714285714285714,4.714285714285714,, it locks in moisture very well - but you have to implement moisture (with a liquid product) first and then seal it with this product,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,1147,4.752397558849172,17, I’ve had it for a few months now,49,44,4.590909090909091,4.63265306122449,," im now making it my permanent moisturizer rather than my ""SOS"" moisturizer",P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
