Sentiment,L1 Cluster ID,L1 Cluster,L2 Cluster ID,L2 Cluster,L2 Rating (Review),L2 Rating (Phrase),L3 Cluster ID,L3 Cluster,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Date,Verified Purchase,Recommended,Incentivized,Upvote,Downvote,AgeRange,SkinConcerns
Positive,,,,Allergy,5,5,4, never caused an acne flare,7,6,4.833333333333333,4.714285714285714,, even though i have combo skin,P4R619,5,28 July 2020,No,Yes,No,16,3,,Acne
Positive,,,,Allergy,5,5,5,,2,2,5.0,5.0,,,P4R619,5,28 July 2020,No,Yes,No,16,3,,Acne
Negative,,,,Ingredients,5,5,1, containing citrus extracts/fragrance,6,6,3.8333333333333335,3.8333333333333335,, containing citrus extracts/fragrance,P4R619,5,28 July 2020,No,Yes,No,16,3,,Acne
Positive,,,,Texture,5,5,13, sinks right in,5,5,4.8,4.8,, sinks right in,P4R621,5,27 July 2020,No,Yes,No,3,1,,Acne
Positive,,,,Texture,5,5,37, feels smooth,6,6,4.166666666666667,4.166666666666667,, feels super smooth,P4R621,5,27 July 2020,No,Yes,No,3,1,,Acne
Positive,,,,Skin,5,5,29, very moisturizing,18,18,4.777777777777778,4.777777777777778,, extremely moisturizing,P4R621,5,27 July 2020,No,Yes,No,3,1,,Acne
Positive,,,,Price,5,5,1, Great price too,17,17,5.0,5.0,, Great price too,P4R621,5,27 July 2020,No,Yes,No,3,1,,Acne
Positive,,,,Packaging,5,5,0, PLEASE bring back the tube,9,9,4.444444444444445,4.444444444444445,, $14/2oz tube,P4R621,5,27 July 2020,No,Yes,No,3,1,,Acne
Positive,,,,Texture,5,5,16, not greasy,27,25,4.92,4.925925925925926,, not greasy,P4R623,5,25 July 2020,Yes,Yes,No,12,0,,Aging
Positive,,,,Skin,5,5,31, I have rosacea,14,14,4.714285714285714,4.714285714285714,, I have rosacea,P4R623,5,25 July 2020,Yes,Yes,No,12,0,,Aging
Positive,,,,Skin,5,5,47, redness gone,25,24,4.875,4.88,, most of the redness go away,P4R623,5,25 July 2020,Yes,Yes,No,12,0,,Aging
Positive,,,,Odor,5,5,2, doesn't smell bad,14,14,4.857142857142857,4.857142857142857,, doesn't smell bad,P4R623,5,25 July 2020,Yes,Yes,No,12,0,,Aging
Positive,,,,Texture,5,5,15, rich consistency,6,6,4.666666666666667,4.666666666666667,, rich consistency,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Texture,5,5,18, doesn't feel too heavy,13,13,4.769230769230769,4.769230769230769,, doesn't feel too heavy,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Skin,5,5,27, reducing irritation,9,8,4.5,4.555555555555555,, reducing irritation,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Skin,5,5,14, soothing the skin,12,12,5.0,5.0,, soothing the skin,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Skin,5,5,44, act up with changes in the weather,7,7,5.0,5.0,, act up with changes in the weather,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Price,5,5,1, Great price too,17,17,5.0,5.0,, For the price,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Price,5,5,6, price is worth it,7,7,5.0,5.0,, this is definitely well worth it,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Odor,5,5,3, appreciate that this is fragrance free,9,9,4.333333333333333,4.333333333333333,, appreciate that this is fragrance free,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Motivation,5,5,2, because I started watching a lot of skincare,8,8,4.75,4.75,, first ingredient is colloidal oatmeal,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Negative,,,,Allergy,5,5,3, didn't break me out,16,16,2.375,2.375,, didn't break me out,P4R624,5,25 July 2020,Yes,Yes,No,22,1,,Acne
Positive,,,,Texture,5,5,17, soaks into my skin quickly,8,8,4.75,4.75,, soaks into my skin quickly,P4R627,5,23 July 2020,Yes,Yes,No,9,0,,Acne
Positive,,,,Texture,5,5,8, doesn't make me super oily,16,15,4.8,4.75,, no oiliness throughout the day,P4R627,5,23 July 2020,Yes,Yes,No,9,0,,Acne
Positive,,,,Skin,5,5,60, oily skin,12,12,5.0,5.0,, oily skin,P4R627,5,23 July 2020,Yes,Yes,No,9,0,,Acne
Positive,,,,Skin,5,5,71, flakiness is gone,4,4,5.0,5.0,, flakiness is gone,P4R627,5,23 July 2020,Yes,Yes,No,9,0,,Acne
Positive,,,,Price,5,5,1, Great price too,17,17,5.0,5.0,, Great price for an amazing product,P4R627,5,23 July 2020,Yes,Yes,No,9,0,,Acne
Positive,,,,Texture,5,5,28, thick cream,8,8,4.875,4.875,, thickness of the cream,P4R628,5,21 July 2020,No,Yes,No,4,0,,Acne
Positive,,,,Skin,5,5,3, soothes and moisturizes heavenly,15,15,4.733333333333333,4.733333333333333,, soothes and moisturizes heavenly,P4R628,5,21 July 2020,No,Yes,No,4,0,,Acne
Positive,,,,Motivation,5,5,14, first tried this moisturizer as a free sample,4,4,4.75,4.75,, finally found a great moisturizer,P4R628,5,21 July 2020,No,Yes,No,4,0,,Acne
Negative,,,,Skin,5,5,8, Definitely not for oily skin,10,10,3.6,3.6,, bit much for my oily,P4R628,5,21 July 2020,No,Yes,No,4,0,,Acne
Negative,,,,Skin,5,5,1, acne prone skin,13,13,1.8461538461538463,1.8461538461538463,, acne prone skin,P4R628,5,21 July 2020,No,Yes,No,4,0,,Acne
Positive,,,,Texture,5,5,25, Soothing cream that sinks into skin,5,5,4.6,4.6,, Soothing cream that sinks into skin,P4R630,5,20 July 2020,Yes,Yes,No,4,0,,Aging
Positive,,,,Skin,5,5,2, have eczema,68,67,4.865671641791045,4.867647058823529,, occasional redness due to eczema,P4R630,5,20 July 2020,Yes,Yes,No,4,0,,Aging
Positive,,,,Odor,5,5,1, has no fragrance,12,12,4.833333333333333,4.833333333333333,, No fragrance,P4R630,5,20 July 2020,Yes,Yes,No,4,0,,Aging
Positive,,,,Texture,5,5,8, doesn't make me super oily,16,15,4.8,4.75,, not too oily,P4R633,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Skin,5,5,78, good hydrating moisturizer,11,11,4.818181818181818,4.818181818181818,, SO great! Really kept my skin so hydrated,P4R633,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Purchase,5,5,5, still had well over half of the tub left,5,5,4.8,4.8,, still had well over half of the tub left,P4R633,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Demographic,5,5,16, colder months,8,8,5.0,5.0,, colder months,P4R633,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Brand,5,5,4, with other FAB products,5,5,4.8,4.8,, with other FAB products,P4R633,5,19 July 2020,No,Yes,No,1,0,,Acne
Positive,,,,Texture,5,5,20, ur skin Very soft,8,8,4.5,4.5,, ur skin Very soft,P4R636,5,19 July 2020,Yes,Yes,Yes,1,0,,Acne
Positive,,,,Texture,4,4,30, not oily cream,5,5,4.2,4.2,, not oily cream,P4R639,4,17 July 2020,No,Yes,No,3,0,,Acne
Positive,,,,Application,4,4,5, apply my night time retinoid,5,5,4.8,4.8,, apply my night time retinoid,P4R639,4,17 July 2020,No,Yes,No,3,0,,Acne
Positive,,,,Application,4,4,0, my décolletage,7,7,4.714285714285714,4.714285714285714,, my décolletage,P4R639,4,17 July 2020,No,Yes,No,3,0,,Acne
Negative,,,,Texture,4,4,2, rich but not oily cream. It stays tacky for a while,9,8,2.75,2.5555555555555554,, rich but not oily cream. It stays tacky for a while,P4R639,4,17 July 2020,No,Yes,No,3,0,,Acne
Positive,,,,Texture,5,5,30, not oily cream,5,5,4.2,4.2,, heavy cream,P4R643,5,13 July 2020,No,Yes,No,0,1,,Acne
Negative,,,,Allergy,5,5,8, giving me a tingling sensation,5,5,3.0,3.0,, giving me a tingling sensation,P4R643,5,13 July 2020,No,Yes,No,0,1,,Acne
Positive,,,,Texture,5,5,7, without feeling oily/ greasy,14,13,5.0,5.0,, without feeling oily/ greasy,P4R650,5,07 July 2020,No,Yes,No,1,0,18-24,Blackheads
Positive,,,,Texture,5,5,39, soaks well,4,4,4.5,4.5,, soaks in nicely,P4R650,5,07 July 2020,No,Yes,No,1,0,18-24,Blackheads
Positive,,,,Texture,5,5,4, not leaving the skin super shiny and greasy looking,8,7,5.0,5.0,, not leaving the skin super shiny and greasy looking,P4R650,5,07 July 2020,No,Yes,No,1,0,18-24,Blackheads
Positive,,,,Texture,5,5,7, without feeling oily/ greasy,14,13,5.0,5.0,, without making my skin look nor feel greasy,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,5,5,9, damaged moisture barrier,8,7,5.0,5.0,, damaged moisture barrier,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Performance,5,5,0, intense acne,16,16,4.9375,4.9375,, intense acne,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Performance,5,5,4, protect and nourish my damaged moisture,6,6,5.0,5.0,, protect and nourish my damaged moisture,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Packaging,5,5,9, amount you use is important,2,2,5.0,5.0,, amount you use is important,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Packaging,5,5,1, good,5,5,5.0,5.0,, good,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Packaging,5,5,2, standard moisturizer,4,4,4.75,4.75,, standard moisturizer,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Motivation,5,5,14, first tried this moisturizer as a free sample,4,4,4.75,4.75,, making it my permanent moisturizer,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Application,5,5,9, my face and neck,10,10,4.8,4.8,, my face and neck,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Texture,3,3,10, nice texture,10,10,4.2,4.2,, nice texture,P4R654,3,02 July 2020,No,No,No,8,0,45-54,Aging
Negative,,,,Odor,3,3,3, can't get past the scent. of eucalyptus is quite strong,8,8,3.25,3.25,, can't get past the scent. of eucalyptus is quite strong,P4R654,3,02 July 2020,No,No,No,8,0,45-54,Aging
Positive,,,,Texture,5,5,10, nice texture,10,10,4.2,4.2,, love the texture,P4R655,5,01 July 2020,No,Yes,No,0,0,,Aging
Positive,,,,Skin,5,5,6, skin loves it,17,16,4.625,4.647058823529412,, skin loves it,P4R655,5,01 July 2020,No,Yes,No,0,0,,Aging
Positive,,,,Texture,5,5,11, absorbs into the skin fast,8,7,4.857142857142857,4.875,, absorbs into the skin fast,P4R662,5,25 June 2020,No,Yes,No,6,0,,Acne
Positive,,,,Texture,5,5,19, leaves no residue on the skin,3,3,4.666666666666667,4.666666666666667,, leaves no residue on the skin,P4R662,5,25 June 2020,No,Yes,No,6,0,,Acne
Positive,,,,Skin,5,5,49, My skin was so dehydrated,18,18,4.888888888888889,4.888888888888889,, my skin looked more hydrated,P4R662,5,25 June 2020,No,Yes,No,6,0,,Acne
Positive,,,,Sentiment,5,5,16, love this product,4,4,5.0,5.0,, love this product,P4R662,5,25 June 2020,No,Yes,No,6,0,,Acne
Positive,,,,Texture,5,5,7, without feeling oily/ greasy,14,13,5.0,5.0,, without leaving a greasy residue,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Positive,,,,Skin,5,5,8, thick and hydrating,36,35,4.742857142857143,4.722222222222222,, balance of hydration,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Positive,,,,Price,5,5,1, Great price too,17,17,5.0,5.0,, great price for the quantity,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Positive,,,,Ingredients,5,5,1, because of the ingredients,11,10,4.7,4.7272727272727275,, isn't full of unnecessary ingredients,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Positive,,,,Demographic,5,5,16, colder months,8,8,5.0,5.0,, winter months,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Positive,,,,Texture,5,5,9, heavyweight on my skin,9,9,5.0,5.0,, heavyweight on my skin,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Texture,5,5,1, not look glossy midday,8,8,4.625,4.625,, but it's not,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Skin,5,5,13, dark acne scars,22,22,5.0,5.0,, fungal acne,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Skin,5,5,31, I have rosacea,14,14,4.714285714285714,4.714285714285714,, rosacea,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Odor,5,5,2, doesn't smell bad,14,14,4.857142857142857,4.857142857142857,, smell is very light,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Application,5,5,10, apply it after B5 serum,6,6,5.0,5.0,, apply it after B5 serum,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Negative,,,,Skin,5,5,3, dry skin around my mouth area,25,22,2.3636363636363638,2.4,, super dry sensitive,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Negative,,,,Allergy,5,5,1, it can burn very bad,7,6,3.1666666666666665,3.142857142857143,, stinging but,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Texture,5,5,11, absorbs into the skin fast,8,7,4.857142857142857,4.875,, absorbs into the skin not leaving me greasy,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Skin,5,5,60, oily skin,12,12,5.0,5.0,, Normal to oily skin,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Skin,5,5,47, redness gone,25,24,4.875,4.88,, got rid of the redness,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Skin,5,5,64, peeling immediately,6,6,4.833333333333333,4.833333333333333,, peeling immediately,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Sentiment,5,5,1, recommend trying this product,12,12,5.0,5.0,, It also works amazing,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Price,5,5,4, This is cheap,13,13,4.923076923076923,4.923076923076923,, This is cheap,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Texture,4,4,28, thick cream,8,8,4.875,4.875,, thick enough to rub into skin ,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Texture,4,4,26, doesn’t leave any greasiness,4,4,4.75,4.75,, doesn’t leave any greasiness,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Skin,4,4,18, skin that was flaking,14,13,4.769230769230769,4.785714285714286,, my forehead was still flaking and dry ,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Skin,4,4,70, significant change,3,3,4.333333333333333,4.333333333333333,, significant change,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Sentiment,4,4,11, I’m not a fan of the smell,3,3,4.0,4.0,, I’m not a fan of the smell,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Purchase,4,4,1, lifetime product for me,9,9,4.777777777777778,4.777777777777778,, I love it and as long as it keeps working for my skin,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Motivation,4,4,11, went into the Sephora seeking some help,11,11,4.181818181818182,4.181818181818182,, went into the Sephora seeking some help,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Negative,,,,Odor,4,4,1, ike the smell,17,15,2.6666666666666665,2.6470588235294117,, ike the smell,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Texture,1,1,32, thicker,16,14,4.571428571428571,4.625,, thicker side,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Texture,1,1,20, ur skin Very soft,8,8,4.5,4.5,, so soft,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Texture,1,1,37, feels smooth,6,6,4.166666666666667,4.166666666666667,, smooth,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Texture,1,1,21,,3,3,3.6666666666666665,3.6666666666666665,,,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Skin,1,1,42, combination skin,17,17,4.294117647058823,4.294117647058823,, combination skin,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Skin,1,1,59,,7,7,4.0,4.0,,,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Motivation,1,1,5, sample packets of the FAB,5,5,4.2,4.2,, sample packets of the FAB,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Texture,5,5,31, SO hydrating,6,6,4.833333333333333,4.833333333333333,, SO hydrating,P4R674,5,13 June 2020,Yes,Yes,No,0,0,,Acne
Positive,,,,Texture,5,5,3, doesn't just sit on top,5,5,4.6,4.6,, doesn't just sit on top,P4R674,5,13 June 2020,Yes,Yes,No,0,0,,Acne
Positive,,,,Texture,5,5,19, leaves no residue on the skin,3,3,4.666666666666667,4.666666666666667,, no leftover residue,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Skin,5,5,24, my skin not broken out,19,18,4.888888888888889,4.894736842105263,, my skin not broken out,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Skin,5,5,13, dark acne scars,22,22,5.0,5.0,, hormonal acne,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Skin,5,5,1, No bumps or acne,9,9,5.0,5.0,, bumps on my arms,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Demographic,5,5,1, mother,9,9,4.888888888888889,4.888888888888889,, mother,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Allergy,5,5,3, his hasn’t instigated,2,2,5.0,5.0,, his hasn’t instigated,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Texture,4,4,8, doesn't make me super oily,16,15,4.8,4.75,, don't wake up with a greasy face,P4R687,4,06 June 2020,Yes,Yes,No,1,0,,Acne
Positive,,,,Texture,4,4,8, doesn't make me super oily,16,15,4.8,4.75,, don't get super oily,P4R687,4,06 June 2020,Yes,Yes,No,1,0,,Acne
Negative,,,,Texture,4,4,0, for my skin to absorb it,8,8,2.5,2.5,, for my skin to absorb it,P4R687,4,06 June 2020,Yes,Yes,No,1,0,,Acne
Negative,,,,Texture,4,4,3,,6,6,2.8333333333333335,2.8333333333333335,,,P4R687,4,06 June 2020,Yes,Yes,No,1,0,,Acne
Positive,,,,Texture,5,5,6, absorbs very well,16,16,4.875,4.875,, absorbs quickly,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Positive,,,,Skin,5,5,40, combination,4,4,5.0,5.0,, combination,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Positive,,,,Skin,5,5,12, dry patch is fading,20,20,4.85,4.85,, spot treatment for dry patches,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Positive,,,,Price,5,5,4, This is cheap,13,13,4.923076923076923,4.923076923076923,, switched to this to save money,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Negative,,,,Competitor,5,5,4, Drunk Elephant Lala Retro,4,4,5.0,5.0,, Drunk Elephant Lala Retro,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Positive,,,,Texture,5,5,12, deeply combats,6,5,5.0,5.0,, deeply combats,P4R694,5,29 May 2020,Yes,Yes,No,5,0,,Aging
Positive,,,,Texture,5,5,0, feel quite like this,8,7,4.857142857142857,4.75,, feel quite like this,P4R694,5,29 May 2020,Yes,Yes,No,5,0,,Aging
Positive,,,,Texture,5,5,8, doesn't make me super oily,16,15,4.8,4.75,, doesn’t make my skin feel oily at all,P4R697,5,27 May 2020,No,Yes,No,8,0,,Acne
Positive,,,,Skin,5,5,17, my dry skin,10,10,5.0,5.0,, my dry skin,P4R697,5,27 May 2020,No,Yes,No,8,0,,Acne
Positive,,,,Skin,5,5,58, less irritable,5,5,5.0,5.0,, less irritable,P4R697,5,27 May 2020,No,Yes,No,8,0,,Acne
Positive,,,,Skin,5,5,43, sensitive,14,14,4.571428571428571,4.571428571428571,, sensitive,P4R697,5,27 May 2020,No,Yes,No,8,0,,Acne
Positive,,,,Texture,4,4,30, not oily cream,5,5,4.2,4.2,, very think cream,P4R699,4,27 May 2020,Yes,Yes,No,5,1,,Acne
Positive,,,,Texture,4,4,6, absorbs very well,16,16,4.875,4.875,, completely get absorbed,P4R699,4,27 May 2020,Yes,Yes,No,5,1,,Acne
Positive,,,,Odor,4,4,4, subtle clean scent,7,7,4.571428571428571,4.571428571428571,, subtle clean scent,P4R699,4,27 May 2020,Yes,Yes,No,5,1,,Acne
Positive,,,,Texture,5,5,9, heavyweight on my skin,9,9,5.0,5.0,, skin is soft and smooth,P4R701,5,23 May 2020,No,Yes,No,1,1,,Aging
Positive,,,,Skin,5,5,0, my hands were cracked and dry,11,11,5.0,5.0,, my hands were cracked and dry,P4R701,5,23 May 2020,No,Yes,No,1,1,,Aging
